Mission Subphase,Sol,Centroid Longitude,Centroid Latitude,Area,Maximum Latitude,Minimum Latitude,Confidence Interval,Horizontal Distance,Vertical Distance
G11,17,-30.55,35.55,548218.56,45.15,25.55,50,473.9417484471505,1159.4955259284166
G11,17,-58.25,47.75,505058.25,53.15,41.75,50,745.8472657758697,674.4004589583651
G11,18,-23.35,40.45,772787.19,50.65,29.55,50,619.4031992034822,1248.2324284229385
G11,18,-59.15,46.55,984676.62,53.95,37.05,75,969.8846519990371,999.7691014382781
G11,19,2.75,37.75,687151.38,44.45,30.25,75,815.703663517278,840.0426769481388
G11,19,-37.15,19.15,140514.97,23.45,16.05,75,322.3931578464659,437.7687189729738
G11,19,171.25,27.55,172631.72,32.15,22.55,75,303.77847599457704,567.9161759649387
G11,20,33.95,45.95,498799.62,53.15,40.25,50,664.0417169364579,763.1373614528866
G11,20,-160.85,25.45,191223.0,28.95,22.25,100,483.3288427567578,396.35816447553026
G11,21,-166.55,26.05,577089.31,37.65,18.75,50,528.5531888676364,1118.0849714309734
G11,21,62.45,46.35,632600.31,51.15,40.75,50,1022.1702298690568,615.2425239620169
G11,22,-160.95,28.15,128997.41,31.65,25.25,75,341.8520752990923,378.61078397662567
G11,22,172.35,41.15,111123.88,44.95,37.05,100,237.42169109787866,467.3476864711479
G11,22,150.95,48.25,157909.8,51.45,44.75,75,397.46438418722323,396.35816447553043
G11,23,-65.35,45.55,1048450.8,53.45,37.55,75,1117.2397159516647,940.6111664419302
G11,23,168.75,47.75,84363.289,50.45,45.25,50,274.86671872748377,307.6212619810086
G11,24,-12.15,41.65,1420667.6,53.95,28.25,50,934.374601475128,1520.3589294061385
G11,25,-98.05,46.35,102862.54,49.65,43.25,75,272.32407309606975,378.61078397662567
G11,26,-64.35,45.55,314958.28,51.65,36.55,75,344.8225159435301,893.2848184448519
G11,26,5.35001,43.35,164036.7,49.15,37.75,75,244.03749938579148,674.4004589583651
G11,27,-57.45,46.05,56120.027,47.45,44.75,50,351.70194895647194,159.7264244901393
G11,27,11.35,41.45,398599.0,47.65,33.75,50,480.41761963304185,822.2952964492345
G11,28,-45.75,42.45,974652.12,51.65,34.25,50,958.1970700751469,1029.3480689364517
G11,29,-57.95,48.55,618646.06,55.15,39.25,50,642.8511734038626,940.6111664419299
G11,30,-57.75,47.55,715835.88,53.95,38.05,50,741.815473464128,940.6111664419302
G11,31,10.55,41.35,383138.81,46.45,37.25,75,710.2101391383487,544.2530019664001
G11,31,-86.35,46.55,174792.36,50.45,42.75,75,384.3669247675706,455.5160994718783
G11,32,39.95,47.25,562809.88,52.95,40.75,50,775.4477491514374,721.7268069554431
G11,33,-43.05,45.85,301241.78,50.65,40.55,50,502.57366444541753,597.4951434631129
G11,34,9.65001,44.35,149663.91,49.15,39.75,50,269.90173358352655,556.0845889656694
G12,1,-159.15,29.25,135228.27,32.25,25.75,75,351.00898692644256,384.52657747626046
G12,1,-82.85,49.95,938496.25,57.25,43.25,75,1143.120670285276,828.2110899488692
G12,2,-76.35,47.95,982213.31,54.55,40.75,75,1199.1020324164176,816.3795029495993
G12,3,-60.05,46.65,621766.06,53.35,38.05,75,677.1905608472821,905.1164054441215
G12,3,-30.55,22.55,100625.18,25.05,19.85,75,326.98318014639875,307.62126198100844
G12,3,-119.05,53.25,97948.719,55.65,50.95,50,352.79113611838176,278.0422944828343
G12,4,-161.55,31.65,352364.16,38.55,25.05,100,442.94818235658346,798.6321224506953
G12,4,-58.15,48.85,638890.44,56.05,42.15,50,782.7843310385141,822.2952964492345
G12,4,-102.15,50.35,386520.78,54.35,44.45,50,647.9191542427939,585.6635564638433
G12,5,-34.85,43.45,1909329.2,55.65,33.05,75,1459.2965711083389,1336.9693309174602
G12,6,-86.15,51.55,1202887.5,57.55,43.85,75,1460.6099666469736,810.4637094499644
G12,7,-33.05,45.75,2062051.1,54.35,35.15,75,1792.1420377240872,1135.8323519298779
G12,8,-157.95,36.35,35661.086,38.35,34.85,75,172.81521174011843,207.05277248721723
G12,8,-98.65,44.95,66824.703,47.25,42.65,75,245.63081255269614,272.1265009831999
G12,8,168.35,42.85,92717.789,47.05,39.25,50,202.07444095600596,461.43189297151275
G12,9,-87.05,47.15,570720.69,53.55,41.15,75,782.4863914442351,733.5583939547126
G12,9,42.55,44.35,792526.69,51.65,38.05,75,995.9084899261599,804.5479159503301
G12,9,156.65,48.55,146440.45,52.05,46.15,75,424.37944655157906,349.03181647845213
G12,9,171.45,40.25,115045.27,43.75,36.75,75,277.98915601295107,414.1055449744348
G12,10,51.85,45.15,394464.44,50.65,40.05,75,632.1756787310466,627.0741109612868
G12,10,-53.05,45.45,899078.12,56.25,34.65,75,707.791778071463,1277.8113959211123
G12,11,-43.45,34.15,1691220.9,50.05,15.05,75,814.5364580734383,2070.5277248721727
G12,11,-7.34999,39.15,231660.83,43.35,34.25,75,428.6554593142028,538.337208466765
G12,11,133.15,46.45,225235.52,51.25,42.65,75,447.25480996012226,508.75824096859105
G12,11,-114.75,53.95,210771.38,57.25,51.15,75,587.8808738496119,360.8634034777217
G12,11,132.25,35.25,10744.318,36.25,34.45,100,101.02942642023217,106.48428299342619
G12,12,-57.45,10.05,1500534.2,26.65,-5.95,75,789.4025287064893,1928.5486808809383
G12,12,169.15,46.75,412086.66,53.95,40.35,75,517.252233415753,804.5479159503301
G12,12,170.25,37.75,74770.531,40.05,35.35,75,268.81171371373483,278.0422944828343
G12,12,-160.95,31.45,671064.5,40.45,23.05,75,656.555031748904,1029.348068936452
G12,12,-91.45,48.55,1150847.9,57.55,37.15,75,936.66887642185,1206.8218739254949
G12,12,85.05,48.35,108076.88,52.55,42.85,75,186.2044264643098,573.8319694645737
G12,13,-40.25,11.95,2809711.8,29.75,-7.85,75,1281.5830904641753,2224.3383558626774
G12,13,-49.35,43.05,580833.69,51.85,34.45,75,567.3734712734453,1029.3480689364517
G12,13,-158.55,31.65,908081.69,39.55,23.85,50,981.3087371958951,928.7795794426601
G12,13,96.15,40.25,145300.94,43.55,37.65,75,418.6539123231996,349.03181647845213
G12,13,93.35,28.85,65546.188,32.25,25.05,75,153.6936894987715,425.937131973704
G12,14,-57.85,32.55,748087.81,44.95,20.75,50,528.2227067746454,1431.6220269116168
G12,14,-60.65,7.65,1169516.2,20.65,-6.74999,75,727.2929943388085,1620.9268273205796
G12,14,-46.85,1.75001,2037527.2,24.95,-18.25,50,817.4913093390967,2555.6227918422246
G12,14,-161.55,28.25,191003.45,32.75,24.65,100,400.64062123001446,479.1792734704171
G12,14,-99.95,49.95,195191.73,53.75,45.15,50,380.0919859264203,508.7582409685914
G12,15,-58.65,-23.05,3357030.0,-3.35,-43.25,50,1454.0917236117737,2360.401606354277
G12,15,-35.05,21.65,4331188.5,45.65,-3.64999,50,1525.1231426432005,2916.4856037405966
G12,15,-62.15,-4.05,52647.621,-0.949997,-6.35,100,164.7890888162281,319.4530264540831
G12,15,-65.85,22.75,11297.918,23.85,21.75,100,90.98075712030972,124.23166349233055
G12,15,177.65,34.85,108154.73,37.95,30.75,75,252.56390402937208,425.93713197370437
G12,16,-115.45,53.05,503168.47,58.95,48.05,75,789.7707607991653,644.8214914601915
G12,16,150.25,49.45,358783.5,53.95,45.15,75,691.2755951999992,520.589827967861
G12,16,-39.95,11.05,1219237.4,21.85,-1.14999,50,900.0465084302768,1360.6319133366496
G12,16,-54.65,-21.35,3086520.2,-2.45,-40.15,50,1408.7364817017778,2230.2541493623116
G12,17,-52.65,48.75,1000822.9,58.15,42.85,75,1149.5997297105698,905.1164054441211
G12,17,169.45,46.25,415388.94,53.75,37.85,75,439.4444527491188,940.6111664419302
G12,17,169.85,35.95,65148.801,38.95,32.65,50,174.56187310671757,372.6949904769913
G12,17,-31.45,-11.75,2549013.8,10.65,-32.35,50,1022.7463647603959,2543.7912048429557
G12,17,-63.95,33.35,86627.016,36.65,30.15,50,225.53272751392305,384.52657747626046
G12,17,-170.45,29.05,821929.44,41.25,15.55,50,541.7950942824775,1520.3589294061383
G12,18,-25.45,-15.35,1686654.2,2.25001,-33.65,50,808.6918413161757,2123.770457948236
G12,18,-57.35,28.95,1572085.6,45.05,13.05,75,842.1561796247258,1893.0539198831293
G12,18,-49.45,12.25,200639.98,16.05,8.25001,100,434.9926963259012,461.4313013921629
G12,19,-58.15,-43.05,3531790.8,-18.75,-58.05,50,1444.6550325685866,2324.9068453564682
G12,19,-11.95,-21.65,3500258.0,-5.45,-38.25,50,1831.3214597987405,1940.3802678802078
G12,19,-51.85,-4.64999,1379219.9,8.55,-16.75,75,928.3572163307441,1496.6957554075996
G12,19,-55.75,24.15,1501812.4,38.95,4.05,50,724.5299673973495,2064.611931372538
G12,19,-98.35,38.75,59171.246,41.25,36.15,75,196.0500749673348,301.7054684813738
G12,20,-56.35,-43.05,2869999.8,-24.55,-56.35,75,1484.0042014958876,1881.22233288386
G12,20,-47.55,-18.05,1971579.2,-2.95,-34.95,75,1060.701396509672,1893.0539198831295
G12,20,-18.35,-33.35,1331038.4,-16.25,-54.25,50,616.89117981023,2248.0015298612166
G12,20,-29.75,27.35,4300711.0,53.55,-2.35,50,1333.1280995211994,3306.928566295842
G12,20,176.05,39.45,150526.22,45.05,35.05,75,256.9999496003185,591.5793499634781
G12,20,-161.15,29.35,144354.12,35.85,25.05,75,228.78641622652302,638.9056979605564
G12,21,-43.65,10.85,1758990.9,27.75,-4.05,75,950.4593934067506,1881.22233288386
G12,21,-158.85,36.05,173056.19,39.15,32.85,50,464.2765813100165,372.6949904769909
G12,21,42.35,50.95,1818516.4,59.95,41.35,75,1649.3460914001369,1100.3375909320687
G12,21,102.15,38.85,1024360.2,47.45,27.65,75,863.3421294659584,1171.327112927687
G12,22,112.05,32.25,754169.31,41.45,26.55,75,875.2869374491233,881.4532314455823
G12,22,152.25,27.05,43734.879,28.95,25.05,100,189.51380251506998,230.71594648575638
G12,22,158.55,48.75,62696.77,51.05,46.55,75,235.81086764400854,266.2107074835651
G12,22,174.85,41.45,135295.97,46.85,36.35,50,218.62370547182474,621.1583174616517
G12,22,-163.95,30.25,156379.7,34.35,25.95,75,314.65594224445783,496.92665396932165
G12,22,-62.25,30.35,243290.3,34.75,24.25,50,388.8854780534689,621.158317461652
G12,22,-31.75,44.95,1721321.8,54.95,33.65,50,1358.658310957979,1260.0640154222083
G12,22,-80.95,53.65,470084.31,58.35,49.25,50,877.2576256662264,538.3372084667647
G12,23,-161.05,36.15,105572.12,38.55,34.05,100,397.4369654840918,266.2107074835651
G12,23,27.25,46.85,277094.44,51.05,42.65,75,558.1160768028448,496.9266539693215
G12,23,-168.05,51.95,165079.06,55.85,48.45,75,379.0469539177941,437.76871897297394
G12,24,-161.95,25.35,371665.03,31.05,19.05,75,523.2165261841856,709.8952199561736
G12,24,-167.05,33.65,56407.059,35.45,31.95,75,272.62925191053677,207.0527724872176
G12,24,36.45,46.35,432062.38,50.45,40.75,75,743.701333340173,573.8319694645737
G12,24,-113.35,53.95,910538.31,58.75,47.35,75,1323.9670981838303,674.4004589583648
G12,25,-155.15,35.45,28272.391,37.05,33.65,50,140.4092324892048,201.1369789875824
G12,25,96.25,50.15,531655.94,57.45,42.55,50,602.9721426522526,881.4532314455823
G12,26,-34.45,-36.65,5571985.5,-11.45,-54.65,50,2137.172654589922,2555.6227918422246
G12,26,-51.55,29.45,2244867.2,52.45,8.25001,75,888.1804286941532,2614.780135259223
G12,26,-160.55,34.65,198636.2,39.35,30.35,75,374.37008327365373,532.4214149671302
G12,27,-23.85,-39.25,4209616.0,-17.75,-57.45,50,1787.4710426826534,2348.5700193550074
G12,27,-50.75,4.25001,3789584.5,31.05,-17.45,75,1366.9457541012632,2869.1598473228682
G12,27,-175.45,17.65,540731.5,24.75,8.85001,75,574.0751369130458,940.6105748625802
G12,27,150.85,30.85,46505.996,34.95,28.05,75,114.7863574134546,408.18975147479983
G12,27,-158.85,30.15,195961.84,34.95,25.55,75,353.14981145536836,556.0845889656694
G12,27,173.45,37.45,138282.42,42.05,32.15,50,235.3097752385798,585.6635564638433
G12,27,-12.25,26.25,420352.03,31.85,20.35,75,618.1198535491511,680.3162524579997
G12,27,-87.25,50.05,725944.25,55.05,45.55,75,1299.9799496740923,562.0003824653041
G12,27,-61.95,35.95,104684.36,39.15,33.25,75,301.0157736031528,349.03181647845213
G12,28,-26.45,38.35,2101839.2,54.35,23.65,50,1181.9512491358423,1816.1486043878776
G12,28,-163.15,35.15,10953.617,36.25,34.25,100,92.69819980933669,118.31586999269577
G12,28,1.95001,-44.55,3711545.8,-22.45,-58.85,50,1646.5164648164505,2153.34883386706
G12,28,-42.35,-19.65,3805391.2,7.05,-39.65,75,1389.6882230993895,2762.6755643294423
G12,29,-161.85,26.55,204677.12,30.05,23.45,75,525.4280997908219,390.44237097589547
G12,29,3.45001,-49.55,699172.88,-39.55,-57.45,50,649.1153202785052,1058.927036434626
G12,29,-42.25,-22.15,5400326.0,4.55,-44.05,75,1905.036308258279,2875.0756408225025
G12,29,-59.65,30.55,194855.75,37.25,23.45,75,238.77023942868277,816.3795029495994
G12,30,-39.95,-20.95,5712968.5,2.75001,-45.75,75,2059.5416841102774,2869.160438902218
G12,30,-45.15,-49.35,154862.72,-45.45,-53.05,75,343.99923494097885,449.6003059722428
G12,30,-71.55,-40.65,524768.19,-32.05,-49.85,75,502.62632959532027,1053.0112429349913
G12,30,81.45,23.55,50865.289,26.05,20.35,100,150.51025664763995,337.2002294791824
G12,30,143.65,32.55,56725.008,34.15,31.15,75,320.01819365376207,177.47380498904366
G12,30,150.35,51.15,400100.19,57.95,46.15,75,585.6647306377549,698.0636329569046
G12,30,172.25,39.65,18167.15,41.25,38.45,100,110.00686946010791,165.64221798977331
G12,30,-75.05,39.35,124802.09,41.25,37.35,50,540.6517474240433,230.71594648575598
G12,31,-22.05,-24.85,2160193.5,-3.95,-43.25,50,938.363246134597,2324.9068453564682
G12,31,175.05,35.45,270696.5,41.45,29.45,100,382.0167812224746,709.8952199561738
G12,32,170.15,29.35,865244.44,40.45,17.85,75,650.1109396048817,1336.9693309174602
G12,32,-38.95,-35.15,5260398.0,-12.95,-57.85,50,2038.308357206487,2656.1912813360163
G12,32,-50.25,7.25001,3986215.5,31.85,-16.35,50,1441.7246010269748,2851.412466823964
G12,32,-48.15,39.55,622956.62,47.25,30.15,75,610.6901251920625,1011.6006884375473
G13,1,-44.35,-37.25,7502544.5,-17.05,-54.65,50,3372.5747989454635,2224.338355862677
G13,1,-47.65,10.15,4985295.0,38.35,-16.75,50,1593.3210730306912,3259.602218298764
G13,1,154.25,30.25,166424.47,33.75,26.95,75,414.37458580876245,402.27395797516505
G13,1,-67.55,44.25,916067.75,52.05,33.65,75,825.8017270030663,1088.5060039327996
G13,1,-162.45,34.85,353781.91,40.45,28.45,75,496.86671259288585,709.8952199561738
G13,1,175.55,38.45,405930.5,45.25,30.15,75,451.0925693206847,893.2848184448519
G13,2,-37.55,-2.35,4488941.0,23.95,-28.65,50,1494.5303917094568,3111.707380807894
G13,2,-160.15,33.15,278648.22,38.95,25.15,75,337.9729381398534,816.3795029495997
G13,2,-65.35,48.05,568277.19,55.45,40.15,50,626.6829296799997,905.1164054441218
G13,2,-48.65,-40.95,3322062.8,-27.95,-51.55,50,2354.123801645316,1396.127265913808
G13,2,-175.55,29.25,363815.62,36.05,23.25,50,483.3634165361604,757.2215679532516
G13,3,-162.45,29.15,287179.69,34.55,23.85,75,454.5689984650121,632.989904460921
G13,3,-57.45,22.35,2896473.5,50.25,-8.05,50,869.5856885880191,3448.9076102870767
G13,3,-39.65,-27.25,6755245.5,19.75,-54.65,50,1535.9579097412234,4401.3503637282765
G13,3,-173.85,18.85,150446.25,20.65,17.15,50,726.9380766816115,207.0527724872174
G13,3,151.05,30.55,83490.977,33.15,27.35,75,242.68887157438758,343.11602297881717
G13,4,-160.95,34.95,156677.55,38.55,30.55,100,329.7260576027975,473.2634799707823
G13,4,-39.25,21.15,4306850.0,49.55,-0.749992,50,1530.9535334753953,2975.643657052814
G13,4,-33.95,-28.05,6489867.5,-1.05,-51.15,50,2222.049017553839,2963.812543317025
G13,4,-52.75,47.45,220426.69,52.05,42.65,75,396.0829840302597,556.0845889656694
G13,5,-38.35,14.45,2986929.8,37.95,-2.35,75,1300.8882433806402,2384.064780352817
G13,5,-56.75,32.95,1207794.9,44.75,22.35,75,923.5986830139251,1325.1377439181906
G13,5,-161.35,31.45,277759.88,36.65,25.55,50,422.0865013231552,656.6530784594604
G13,5,-89.25,51.85,909751.44,58.95,43.25,50,966.5601584367843,928.779579442661
G13,5,-35.05,-24.05,5605174.5,-1.64999,-43.25,75,2300.6644934317465,2460.9706874274184
G13,5,-69.45,-37.05,319374.72,-30.85,-41.95,75,483.0233344592353,656.6530784594607
G13,5,174.55,51.85,314390.41,59.95,44.45,50,346.61585085124824,916.9479924433907
G13,5,176.55,37.85,245026.53,43.55,33.05,75,397.4576294321037,621.158317461652
G13,6,-61.15,49.15,1113947.5,58.15,39.05,50,979.6170274350175,1129.9165584302427
G13,6,-45.55,6.75001,2873615.5,34.75,-17.35,50,969.7282790869712,3082.1284133097206
G13,6,-26.15,-30.15,4195926.0,-3.14999,-48.65,75,1538.5752460840379,2691.686633913175
G13,6,-66.55,-41.35,844886.25,-30.65,-53.25,75,642.0086636440492,1336.9693309174602
G13,6,-41.05,-51.75,108240.16,-48.15,-54.25,75,296.4928615926467,360.8634034777217
G13,6,39.75,49.05,448900.31,55.05,44.25,75,712.283993023491,638.905697960556
G13,7,-68.85,-43.05,1658002.6,-31.45,-54.85,75,1208.0589920769019,1384.2956789145385
G13,7,-22.15,-21.15,8950707.0,11.85,-54.05,75,2426.7255773393713,3898.5079162593197
G13,8,-58.85,-43.35,2763398.0,-18.15,-57.85,75,1107.8192958124107,2348.5700193550074
G13,8,-23.95,-25.75,5971307.0,0.850006,-52.15,50,1972.4748640038115,3135.3709097540436
G13,8,171.55,37.85,100927.87,40.05,35.15,100,347.11106409459626,289.87388148210385
G13,8,-65.95,34.05,26862.938,35.45,32.65,75,162.19060333214367,165.64221798977408
G13,8,-37.85,38.65,263659.69,44.35,31.95,75,357.6457286343518,733.558393954713
G13,8,49.35,50.75,119035.7,54.75,46.55,75,245.07273552662622,485.09506697005224
G13,9,-18.85,-26.95,5334755.5,0.450005,-53.65,50,1725.1243422326454,3200.444579092091
G13,9,24.75,49.55,280152.44,54.75,45.35,75,509.595483587805,556.0845889656694
G13,10,-21.15,-32.15,8962141.0,-4.35,-57.15,75,2929.2178769776,3123.5389678071638
G13,11,-22.95,-25.15,4646015.5,-3.95,-44.65,50,1957.3840218386772,2407.7279543513555
G13,11,174.05,36.65,85665.648,38.35,35.05,100,439.15923959194424,195.22118548794802
G13,12,13.05,50.15,55290.414,52.75,48.05,75,199.9591272955531,278.0422944828347
G13,12,15.05,40.85,113835.25,43.15,38.85,50,448.624495716304,254.37912048429553
G13,13,47.75,48.15,107374.29,50.65,45.95,50,387.4217295500192,278.0422944828343
G13,13,-160.05,34.25,341426.22,38.55,29.05,75,604.999422569221,562.0003824653041
G13,14,-154.35,39.55,447864.25,46.85,33.05,50,553.1287397502784,816.3795029495997
G13,16,174.85,34.95,72821.008,36.85,33.05,75,323.9960260010622,224.80015298612196
G13,16,177.55,39.55,22570.092,40.85,38.85,75,191.6020991299351,118.31586999269577
G13,16,116.25,48.95,185795.23,53.55,44.45,50,345.83769199279516,538.3372084667647
G13,17,-161.65,28.15,44066.531,29.75,26.75,50,248.55965829416118,177.47380498904346
G13,17,153.15,53.15,307245.19,57.75,48.85,75,586.1921670319765,526.5056214674951
G13,18,29.15,48.45,1013289.1,56.05,37.85,75,918.2893799266885,1076.67441693353
G13,18,-81.45,54.05,329556.75,58.15,49.25,75,621.3396991158919,526.5056214674951
G13,18,175.85,35.55,143911.16,38.95,31.75,50,337.2526905485594,425.937131973704
G13,19,-62.05,24.45,427931.62,29.95,19.85,75,719.7298443913656,597.4951434631126
G13,19,-46.45,39.85,217352.42,43.35,36.75,75,558.6212864308454,390.44237097589564
G13,20,-59.95,36.95,213953.64,40.85,33.05,75,464.03152603066366,461.4318929715131
G13,20,35.45,48.55,505079.78,53.55,44.05,50,904.224086155761,562.0003824653041
G13,20,106.25,50.35,109765.62,53.75,47.15,75,281.8809862106122,390.44237097589564
G13,21,63.65,46.25,557166.25,50.05,42.55,50,1257.815341520708,443.6845124726084
G13,21,108.85,36.95,237885.28,43.15,31.95,75,362.48211696888313,662.5688719590955
G13,21,173.35,39.85,172722.61,44.15,33.85,75,280.4056702067918,609.3267304623824
G13,21,1.05,54.25,376740.69,58.75,49.85,50,717.1387144419193,526.5056214674951
G13,22,140.25,33.25,80125.125,36.05,31.15,75,277.61502109122915,289.87388148210425
G13,22,-156.05,35.95,178936.33,39.95,32.85,100,428.74517411343265,420.02133847406924
G13,22,-72.95,53.05,472685.75,58.15,45.15,50,596.7485993078099,769.0531549525214
G13,23,151.05,31.15,150774.52,33.55,28.45,75,499.11768798924015,301.7054684813738
G13,23,-167.25,26.05,378298.78,33.55,20.35,50,489.3394538782833,780.8847419517907
G13,23,175.65,40.05,383203.41,47.95,33.45,75,452.2696330748195,857.7900574470428
G13,23,46.65,49.25,842622.06,56.25,41.15,75,935.6400013167857,893.2848184448519
G13,23,88.75,46.85,223673.23,54.75,40.05,75,260.5948113702945,869.6216444463131
G13,23,130.25,49.15,215199.11,54.95,43.05,75,305.31627923484996,703.979426456539
G13,24,178.95,33.65,105660.63,36.45,30.95,75,325.0549446668541,325.368642479913
G13,24,-159.05,35.35,270347.12,39.75,29.85,100,459.07817591102815,585.6635564638433
G13,24,129.55,34.95,112881.35,39.35,29.65,75,195.88092979537922,573.8319694645737
G13,24,-51.05,30.85,3337526.5,56.65,4.45,75,1115.6199570065642,3088.044206809355
G13,25,-52.65,24.15,4240171.0,54.75,-1.35,75,1358.5841240064885,3318.7601532951116
G13,25,80.35,21.65,66752.352,24.15,19.65,100,251.2520747500993,266.2107074835651
G13,25,-118.45,43.25,1048719.0,54.15,23.65,50,550.4571718089335,1804.3170173886078
G13,25,143.65,32.65,150153.38,35.65,30.35,75,480.96386135439275,313.537055480643
G13,25,-160.45,35.25,129759.17,37.75,32.65,75,429.962581275212,301.7054684813738
G13,25,-169.45,16.85,670218.12,25.25,9.05,50,702.7987207323149,958.3585469408342
G13,26,-43.45,16.95,5721346.5,48.55,-15.35,75,1591.9532165659987,3780.192046266624
G13,26,-57.85,49.15,524646.62,55.25,41.95,50,661.002224459876,786.8005354514253
